epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.9053810238838196,,,,,
0,99,,0.9551814198493958,,,,,
0,149,,0.8788724541664124,,,,,
0,199,,0.7742513418197632,,,,,
0,249,,0.8696812987327576,,,,,
0,299,,0.8688000440597534,,,,,
0,349,,0.9101754426956177,,,,,
0,399,,0.8491461873054504,,,,,
0,401,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8950018286705017
0,401,0.9086861610412598,,,,,,
1,449,,0.9198529124259949,,,,,
1,499,,0.9479929208755493,,,,,
1,549,,0.9047786593437195,,,,,
1,599,,0.9311086535453796,,,,,
1,649,,0.9711071848869324,,,,,
1,699,,0.8882275819778442,,,,,
1,749,,0.8916764259338379,,,,,
1,799,,0.9670034646987915,,,,,
1,803,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.888471782207489
1,803,0.9070717692375183,,,,,,
2,849,,0.8790655136108398,,,,,
2,899,,0.8657413721084595,,,,,
2,949,,1.0138485431671143,,,,,
2,999,,0.8887249231338501,,,,,
2,1049,,0.9832671880722046,,,,,
2,1099,,0.9017660021781921,,,,,
2,1149,,0.9122717380523682,,,,,
2,1199,,0.8165411949157715,,,,,
2,1205,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8893376588821411
2,1205,0.9057612419128418,,,,,,
3,1249,,1.011610746383667,,,,,
3,1299,,0.9126762747764587,,,,,
3,1349,,0.8947435021400452,,,,,
3,1399,,0.949170708656311,,,,,
3,1449,,0.8280249834060669,,,,,
3,1499,,0.8171297311782837,,,,,
3,1549,,0.9308345317840576,,,,,
3,1599,,0.9259241223335266,,,,,
3,1607,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8905565142631531
3,1607,0.9135723114013672,,,,,,
4,1649,,0.8718533515930176,,,,,
4,1699,,0.9884310960769653,,,,,
4,1749,,0.92119300365448,,,,,
4,1799,,1.004923701286316,,,,,
4,1849,,0.8351004719734192,,,,,
4,1899,,0.947288990020752,,,,,
4,1949,,0.9328120350837708,,,,,
4,1999,,0.8473004102706909,,,,,
4,2009,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8882110118865967
4,2009,0.9055257439613342,,,,,,
5,2049,,0.896027684211731,,,,,
5,2099,,0.8599051833152771,,,,,
5,2149,,0.8785988092422485,,,,,
5,2199,,0.9142853617668152,,,,,
5,2249,,0.9324272274971008,,,,,
5,2299,,0.9586641192436218,,,,,
5,2349,,0.9493131637573242,,,,,
5,2399,,0.8709637522697449,,,,,
5,2411,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8879746794700623
5,2411,0.9092957973480225,,,,,,
6,2449,,0.9036083221435547,,,,,
6,2499,,0.9271655082702637,,,,,
6,2549,,0.8502153158187866,,,,,
6,2599,,0.9722040295600891,,,,,
6,2649,,0.8536632657051086,,,,,
6,2699,,0.8712074160575867,,,,,
6,2749,,0.9178327322006226,,,,,
6,2799,,0.8755546808242798,,,,,
6,2813,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8886799216270447
6,2813,0.9098415374755859,,,,,,
7,2849,,0.9784311056137085,,,,,
7,2899,,0.9435310363769531,,,,,
7,2949,,0.8725167512893677,,,,,
7,2999,,0.9793685674667358,,,,,
7,3049,,0.8838537335395813,,,,,
7,3099,,0.9103108644485474,,,,,
7,3149,,0.9518698453903198,,,,,
7,3199,,0.8577006459236145,,,,,
7,3215,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8884149193763733
7,3215,0.910214900970459,,,,,,
8,3249,,0.8456123471260071,,,,,
8,3299,,0.8792434930801392,,,,,
8,3349,,0.8190370798110962,,,,,
8,3399,,0.930498480796814,,,,,
8,3449,,0.9518440365791321,,,,,
8,3499,,0.9853214025497437,,,,,
8,3549,,0.9168650507926941,,,,,
8,3599,,0.9253190755844116,,,,,
8,3617,,,0.3504745662212372,15771660.0,0.5876498222351074,0.4439387619495392,0.8891263604164124
8,3617,0.9103974103927612,,,,,,
