epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,22,,,0.8297146558761597,51180036.0,1.1034061908721924,0.815494179725647,1.0912163257598877
0,22,1.0978634357452393,,,,,,
1,45,,,0.8486850261688232,53427732.0,1.1327983140945435,0.8131566643714905,1.0920099020004272
1,45,1.0923203229904175,,,,,,
2,49,,1.0763099193572998,,,,,
2,68,,,0.7831873297691345,46423908.0,1.0364173650741577,0.8161833882331848,1.092625379562378
2,68,1.086401343345642,,,,,,
3,91,,,0.8406833410263062,52892780.0,1.1278177499771118,0.8095301389694214,1.0875575542449951
3,91,1.0821014642715454,,,,,,
4,99,,1.0574387311935425,,,,,
4,114,,,0.8470219373703003,25763096.0,1.1354138851165771,0.9858695864677429,1.097498893737793
4,114,1.0702029466629028,,,,,,
5,137,,,0.8282310962677002,22661274.0,1.1141000986099243,0.979995608329773,1.0907727479934692
5,137,1.0626322031021118,,,,,,
6,149,,1.0671799182891846,,,,,
6,160,,,0.7810296416282654,30262978.0,1.0605930089950562,0.8855623602867126,1.0931252241134644
6,160,1.0547198057174683,,,,,,
7,183,,,0.8531805276870728,31153070.0,1.156444787979126,0.9330636262893677,1.0998237133026123
7,183,1.0487596988677979,,,,,,
8,199,,1.0157806873321533,,,,,
8,206,,,0.8214880228042603,19411104.0,1.1272108554840088,0.9771184921264648,1.0933337211608887
8,206,1.0339677333831787,,,,,,
