epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1.1028258800506592,,,,,
0,98,,,0.8301045298576355,52633124.0,1.0913599729537964,0.8220546245574951,1.0798213481903076
0,98,1.0852230787277222,,,,,,
1,99,,1.1207712888717651,,,,,
1,149,,1.0988777875900269,,,,,
1,197,,,0.7574424743652344,25752626.0,1.028746485710144,0.8788122534751892,1.0625941753387451
1,197,1.0690598487854004,,,,,,
2,199,,1.046957015991211,,,,,
2,249,,1.0651617050170898,,,,,
2,296,,,0.7573585510253906,30561844.0,1.040602445602417,0.8563941121101379,1.0614436864852905
2,296,1.049058198928833,,,,,,
3,299,,1.036385178565979,,,,,
3,349,,1.0139068365097046,,,,,
3,395,,,0.7335009574890137,26914048.0,1.0292437076568604,0.828623354434967,1.0549196004867554
3,395,1.0295124053955078,,,,,,
4,399,,1.0250916481018066,,,,,
4,449,,1.0559231042861938,,,,,
4,494,,,0.7798532247543335,24194962.0,1.08975350856781,0.8846259713172913,1.0512762069702148
4,494,1.0059932470321655,,,,,,
5,499,,0.9870766401290894,,,,,
5,549,,1.0149163007736206,,,,,
5,593,,,0.7416978478431702,21104822.0,1.0514075756072998,0.8514046669006348,1.0374560356140137
5,593,0.9925232529640198,,,,,,
6,599,,0.9527491331100464,,,,,
6,649,,0.9571434855461121,,,,,
6,692,,,0.7575052976608276,20968548.0,1.0710121393203735,0.8657025694847107,1.0363808870315552
6,692,0.9661978483200073,,,,,,
7,699,,0.947479248046875,,,,,
7,749,,0.9059481024742126,,,,,
7,791,,,0.6929767727851868,17062896.0,1.0075366497039795,0.8172467947006226,1.0140981674194336
7,791,0.9463139772415161,,,,,,
8,799,,0.8958992958068848,,,,,
8,849,,0.9772337675094604,,,,,
8,890,,,0.7019287347793579,14859539.0,1.0185846090316772,0.8360026478767395,1.0177494287490845
8,890,0.9212702512741089,,,,,,
9,899,,0.90802001953125,,,,,
9,949,,0.9147738218307495,,,,,
9,989,,,0.6418237686157227,22182390.0,0.9541016817092896,0.7345909476280212,1.0063951015472412
9,989,0.8979021906852722,,,,,,
10,999,,0.9533443450927734,,,,,
10,1049,,0.8016777038574219,,,,,
10,1088,,,0.6101675033569336,18660374.0,0.9187147617340088,0.7151362299919128,0.9975939393043518
10,1088,0.868739664554596,,,,,,
11,1099,,0.8313034772872925,,,,,
11,1149,,0.7736896872520447,,,,,
11,1187,,,0.6130396723747253,15995807.0,0.923837423324585,0.730650007724762,1.0220999717712402
11,1187,0.82795250415802,,,,,,
12,1199,,0.724590539932251,,,,,
12,1249,,0.7954307794570923,,,,,
12,1286,,,0.5753669142723083,14580712.0,0.8888295292854309,0.6856604218482971,0.9657419919967651
12,1286,0.8070753216743469,,,,,,
13,1299,,0.8810952305793762,,,,,
13,1349,,0.6733804941177368,,,,,
13,1385,,,0.5680082440376282,13507336.0,0.8818621635437012,0.6725369095802307,0.996480405330658
13,1385,0.7667643427848816,,,,,,
14,1399,,0.7398354411125183,,,,,
14,1449,,0.6912359595298767,,,,,
14,1484,,,0.5690776705741882,19377352.0,0.8838410377502441,0.6440672278404236,0.9917133450508118
14,1484,0.7294129133224487,,,,,,
15,1499,,0.6912116408348083,,,,,
15,1549,,0.6704529523849487,,,,,
15,1583,,,0.5171278715133667,14442347.0,0.8140597343444824,0.6198741793632507,1.0050139427185059
15,1583,0.6977555751800537,,,,,,
16,1599,,0.7070278525352478,,,,,
16,1649,,0.786624014377594,,,,,
16,1682,,,0.5149685144424438,14503146.0,0.8204082250595093,0.5975959897041321,0.991837203502655
16,1682,0.6681037545204163,,,,,,
17,1699,,0.7361432909965515,,,,,
17,1749,,0.6606729626655579,,,,,
17,1781,,,0.5075471997261047,13371067.0,0.8120720386505127,0.6038015484809875,1.007779598236084
17,1781,0.631598174571991,,,,,,
